model,anonymized_train,anonymized_test,accuracy,precision,recall,f1_score,selected_features,feature_method,num_features
Logistic Regression,False,False,0.999219999099853,0.9992201703984044,0.999219999099853,0.9992199990226038,"[0, 1, 3, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,27
KNN,True,True,0.992949967898911,0.9931148541351537,0.992949967898911,0.9929487405958296,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
KNN,True,False,0.955569947491639,0.9594354905852852,0.955569947491639,0.9554549457470256,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
KNN,False,True,0.9544701194896991,0.9583715491656832,0.9544701194896991,0.9543652108430609,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
KNN,False,False,0.999700002399916,0.9997001906141572,0.999700002399916,0.9997000023546483,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Random Forest,True,True,0.9969099690996911,0.9969662143605413,0.9969099690996911,0.9969097026766657,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Random Forest,True,False,0.999250001199838,0.9992506967008649,0.999250001199838,0.9992500009249635,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Random Forest,False,True,0.9750101184938171,0.9763341902460517,0.9750101184938171,0.9749883453552974,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Random Forest,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
GaussianNB,True,True,0.999810001099951,0.9998100640601408,0.999810001099951,0.9998100010905014,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
GaussianNB,True,False,0.97198004559394,0.9736160531178188,0.97198004559394,0.9719497255716337,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
GaussianNB,False,True,0.998110005099571,0.9981173796519341,0.998110005099571,0.9981099975761937,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
GaussianNB,False,False,0.9734400181945061,0.9746100919800011,0.9734400181945061,0.9734234431290082,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Mutilayer Perceptron,True,True,0.9983999860998191,0.998410475129473,0.9983999860998191,0.9983999655200154,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Mutilayer Perceptron,True,False,0.9670598907945042,0.9696276330960897,0.9670598907945042,0.9669844179087783,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Mutilayer Perceptron,False,True,0.9759301531936542,0.9771165536627487,0.9759301531936542,0.9759091275896216,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Mutilayer Perceptron,False,False,0.999790002399934,0.9997901133022858,0.999790002399934,0.9997900023764004,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
AdaBoost,True,True,0.997659976599766,0.9976809526350898,0.997659976599766,0.997659922373559,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
AdaBoost,True,False,0.999390001099867,0.9993903852653023,0.999390001099867,0.999390000988678,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
AdaBoost,False,True,0.993059941399198,0.993266967289444,0.993059941399198,0.9930579610540797,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
AdaBoost,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Logistic Regression,True,True,0.9822600394960571,0.9826652811978057,0.9822600394960571,0.9822558088126194,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Logistic Regression,True,False,0.978400010795572,0.97926469741906,0.978400010795572,0.9783899621627757,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Logistic Regression,False,True,0.8758499773753963,0.8957705802000198,0.8758499773753963,0.8742447705093106,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
Logistic Regression,False,False,0.99915999819985,0.9991602713005207,0.99915999819985,0.9991599980737744,"[0, 1, 3, 6, 7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 38, 39, 44, 62, 67, 68, 75, 76, 77, 78]",chi2,32
KNN,True,True,0.9948099678992831,0.9948874834677501,0.9948099678992831,0.9948096051110452,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
KNN,True,False,0.9382700015876382,0.9450118971288012,0.9382700015876382,0.9380317981325185,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
KNN,False,True,0.966409994693335,0.968523961196952,0.966409994693335,0.9663719785757973,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
KNN,False,False,0.999710002499917,0.9997101829188056,0.999710002499917,0.9997100024559095,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Random Forest,True,True,0.998129981299813,0.9981507296976376,0.998129981299813,0.9981299221286077,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Random Forest,True,False,0.997450004799442,0.9974622746821896,0.997450004799442,0.9974499868875052,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Random Forest,False,True,0.9703900176939011,0.9720797215839153,0.9703900176939011,0.9703622720686861,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Random Forest,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
GaussianNB,True,True,0.9999500009999801,0.9999500159948816,0.9999500009999801,0.999950000998855,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
GaussianNB,True,False,0.9654500876922131,0.967678010541745,0.9654500876922131,0.9654059237747729,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
GaussianNB,False,True,0.9966000160991589,0.9966322500556409,0.9966000160991589,0.9965999356705408,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
GaussianNB,False,False,0.966090024492973,0.9681538335676904,0.966090024492973,0.9660515708575822,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Mutilayer Perceptron,True,True,0.997109992399498,0.9971281587966273,0.997109992399498,0.9971099610303571,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Mutilayer Perceptron,True,False,0.962759849894053,0.9656432502128615,0.962759849894053,0.9626816922668439,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Mutilayer Perceptron,False,True,0.9805299255968499,0.9812199358325723,0.9805299255968499,0.9805218880657861,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Mutilayer Perceptron,False,False,0.999899999299987,0.9999000292872906,0.999899999299987,0.9998999992964498,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
AdaBoost,True,True,0.9969199691996921,0.9969758542946253,0.9969199691996921,0.9969197053523197,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
AdaBoost,True,False,0.9093690978908949,0.9387412847628404,0.9093690978908949,0.9032392359675671,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
AdaBoost,False,True,0.981189838597852,0.9820476059282144,0.981189838597852,0.9811772589921599,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
AdaBoost,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Logistic Regression,True,True,0.987569986097653,0.9877764405482061,0.987569986097653,0.9875685245914275,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Logistic Regression,True,False,0.969099938494435,0.9706063351907307,0.969099938494435,0.9690674611513371,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Logistic Regression,False,True,0.8755299015760903,0.8978231120275931,0.8755299015760903,0.8737520413936014,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
Logistic Regression,False,False,0.9991399976998511,0.9991403246697379,0.9991399976998511,0.9991399975405372,"[0, 1, 3, 6, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 37, 38, 39, 41, 44, 56, 62, 67, 68, 75, 76, 77, 78]",chi2,37
KNN,True,True,0.995089983899179,0.9951412164615201,0.995089983899179,0.9950898176585832,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
KNN,True,False,0.9527399287912601,0.9567953942632764,0.9527399287912601,0.9526306432193149,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
KNN,False,True,0.969969942694567,0.9716999123069328,0.969969942694567,0.9699409843882943,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
KNN,False,False,0.999720002599918,0.9997201800196646,0.999720002599918,0.9997200025561085,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Random Forest,True,True,0.996259962599626,0.9963420454578937,0.996259962599626,0.9962594904442049,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Random Forest,True,False,0.98310985119811,0.9838791839790094,0.98310985119811,0.9830995907745917,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Random Forest,False,True,0.9804300913951721,0.981402194183438,0.9804300913951721,0.9804159889225451,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Random Forest,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
GaussianNB,True,True,0.9967600617987341,0.9968181579660932,0.9967600617987341,0.9967597831554608,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
GaussianNB,True,False,0.9618600688916832,0.9645269784332505,0.9618600688916832,0.9618032376173197,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
GaussianNB,False,True,0.994960098998002,0.9951045904827747,0.994960098998002,0.994958987261875,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
GaussianNB,False,False,0.9678100545930161,0.9697185993953239,0.9678100545930161,0.9677762822534733,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Mutilayer Perceptron,True,True,0.9953099812992491,0.995376433426884,0.9953099812992491,0.9953096634686149,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Mutilayer Perceptron,True,False,0.950659984790284,0.9550427134352018,0.950659984790284,0.9505376698326637,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Mutilayer Perceptron,False,True,0.976109973795484,0.9770985553095328,0.976109973795484,0.9760972679700916,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Mutilayer Perceptron,False,False,0.999790002399934,0.9997901133022858,0.999790002399934,0.9997900023764004,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
AdaBoost,True,True,0.9949999499995,0.9951455796960254,0.9949999499995,0.9949988224609648,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
AdaBoost,True,False,0.8986090097896239,0.9290429568338697,0.8986090097896239,0.8924518769111544,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
AdaBoost,False,True,0.9880598928986829,0.9887773553239002,0.9880598928986829,0.9880468907841887,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
AdaBoost,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Logistic Regression,True,True,0.986940005897329,0.9871524278126583,0.986940005897329,0.9869385364248369,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Logistic Regression,True,False,0.9766500007953222,0.9775476102439793,0.9766500007953222,0.9766384647255535,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Logistic Regression,False,True,0.8827299687768582,0.9022972861077294,0.8827299687768582,0.8812853968556617,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
Logistic Regression,False,False,0.9991799947998881,0.9991805551049596,0.9991799947998881,0.9991799944702624,"[0, 1, 3, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,42
KNN,True,True,0.9966999684996548,0.9967373253884434,0.9966999684996548,0.9966998468092165,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
KNN,True,False,0.960330013391932,0.9635787448868348,0.960330013391932,0.9602418242344649,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
KNN,False,True,0.9905800236978791,0.990759274152944,0.9905800236978791,0.9905790448404533,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
KNN,False,False,0.99974000279992,0.9997401778200506,0.99974000279992,0.9997400027561825,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Random Forest,True,True,0.996859968599686,0.9969180317208036,0.996859968599686,0.996859689046675,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Random Forest,True,False,0.9995300003999019,0.9995304852197769,0.9995300003999019,0.9995300002524724,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Random Forest,False,True,0.999509995399948,0.9995113182596226,0.999509995399948,0.9995099944456204,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Random Forest,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
GaussianNB,True,True,0.995620086098263,0.9957297415917625,0.995620086098263,0.9956193553732694,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
GaussianNB,True,False,0.962240066991778,0.9648541828269498,0.962240066991778,0.962185025252681,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
